pl_name,hostname,sy_starnum,sy_planetnum,disc_year,disc_facility,T_orbit,orb_semimajor_AU,R_pl_earths,M_pl_earths,orb_eccentricity,avg_temp,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_grav_surface,rastr,right_asc,decstr,declination,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,star_id,Fe,O,S,Ca,Mg,C,Si,Ti,planet_letter,T_orbit_right,orb_eccentricity_right,orb_semimajor_AU_right,M_pl_earths_right,R_pl_earths_right,inclination,atm_main_gases,atm_percentages,atm_trace_gases,pl_insolation
Kepler-364 c,Kepler-364,1,2,2014,Kepler,59.980627,0.312,2.15,5.27,0.0,568,,6108.0,1.28,1.19,-0.031,[M/H],4.27,18h46m16.80s,281.5699998,+47d23m55.04s,47.3986233,891.462,13.754,12.388,13.6134,Kepler-364,-0.01,-0.02,0.0,0.03,-0.07,-0.04,-0.1,-0.02,c,59.98,0.0,0.32,0.0,0.0,89.95,O|N|H2O|S,13.878852566978065|55.51541026791226|29.506440557395365|0.5992966077143193,SO2,8861.776581768674
Kepler-366 b,Kepler-366,1,2,2014,Kepler,3.281959,0.045,1.46,2.73,0.0,1326,,6209.0,1.05,1.06,0.01,[Fe/H],4.45,19h47m24.49s,296.8520316,+49d05m03.97s,49.0844359,1856.28,14.952,13.351,14.7901,Kepler-366,-0.11,-0.17,0.0,-0.03,-0.12,-0.05,-0.2,-0.16,b,3.28,0.0,0.04,0.0,0.0,87.09,None,None,None,21483.45531805677
Kepler-366 c,Kepler-366,1,2,2014,Kepler,12.51616,0.11,1.79,3.86,0.0,848,,6209.0,1.05,1.06,0.01,[Fe/H],4.45,19h47m24.49s,296.8520316,+49d05m03.97s,49.0844359,1856.28,14.952,13.351,14.7901,Kepler-366,-0.11,-0.17,0.0,-0.03,-0.12,-0.05,-0.2,-0.16,c,12.52,0.0,0.11,0.0,0.0,89.38,None,None,None,13740.864190810356
Kepler-367 b,Kepler-367,1,2,2014,Kepler,37.815724,0.201,1.3,2.24,0.0,401,,4710.0,0.69,0.68,0.197,[M/H],4.63,19h49m10.21s,297.292558,+49d58m54.30s,49.9817499,188.027,13.193,10.674,12.8482,Kepler-367,0.14,-0.18,0.0,0.17,0.03,0.01,0.15,0.07,b,37.82,0.0,0.2,0.0,0.0,89.95,O|N|H2O|S,13.841716348857663|55.36686539543065|29.42748895767139|0.8639292980402836,SO2,6250.884930038549
Kepler-367 c,Kepler-367,1,2,2014,Kepler,53.578637,0.253,1.2,1.87,0.0,357,,4710.0,0.69,0.68,0.197,[M/H],4.63,19h49m10.21s,297.292558,+49d58m54.30s,49.9817499,188.027,13.193,10.674,12.8482,Kepler-367,0.14,-0.18,0.0,0.17,0.03,0.01,0.15,0.07,c,53.58,0.0,0.25,0.0,0.0,89.16,O|N|H2O|S,13.841716348857663|55.36686539543065|29.42748895767139|0.8639292980402836,SO2,5571.591566641893
Kepler-368 b,Kepler-368,1,2,2014,Kepler,26.84768,0.186,3.26,10.7,0.0,800,,5502.0,2.02,0.97,0.03,[M/H],3.9,19h27m31.20s,291.880018,+45d23m16.23s,45.3878419,770.978,12.946,11.175,12.838,Kepler-368,0.06,-0.15,0.0,0.05,0.02,-0.03,-0.01,0.04,b,26.85,0.0,0.0,0.0,0.19,0.0,O|N|H2O|S,13.849742736207704|55.398970944830815|29.44455305717758|0.8067332617839034,SO2,12987.748766975059
Kepler-368 c,Kepler-368,1,2,2014,Kepler,72.379334,0.36,3.88,14.3,0.0,575,,5502.0,2.02,0.97,0.03,[M/H],3.9,19h27m31.20s,291.880018,+45d23m16.23s,45.3878419,770.978,12.946,11.175,12.838,Kepler-368,0.06,-0.15,0.0,0.05,0.02,-0.03,-0.01,0.04,c,72.38,0.0,0.31,0.0,0.0,89.95,O|N|H2O|S,13.849742736207704|55.398970944830815|29.44455305717758|0.8067332617839034,SO2,9335.532620991626
Kepler-37 b,Kepler-37,1,4,2013,Kepler,13.36702,0.1019,0.31,0.79,0.098,718,,5357.0,0.79,0.79,-0.36,[Fe/H],4.57,18h56m14.22s,284.0592503,+44d31m06.14s,44.5183733,63.9207,9.770001,7.942,9.54988,BD+44  3020,-0.33,-0.24,0.0,-0.25,-0.26,-0.29,-0.31,-0.27,b,13.37,0.0,0.1,0.0,0.03,88.63,O|N|H2O|S,13.823933594377005|55.29573437750802|29.389682821645508|0.9906492064694717,SO2,10655.951328411551
Kepler-37 c,Kepler-37,1,4,2013,Kepler,21.301848,0.139,0.755,1.3,0.099,615,,5357.0,0.79,0.79,-0.36,[Fe/H],4.57,18h56m14.22s,284.0592503,+44d31m06.14s,44.5183733,63.9207,9.770001,7.942,9.54988,BD+44  3020,-0.33,-0.24,0.0,-0.25,-0.26,-0.29,-0.31,-0.27,c,21.3,0.0,0.14,0.0,0.0,89.95,None,None,None,9123.452760786493
Kepler-37 d,Kepler-37,1,4,2013,Kepler,39.7922622,0.2109,2.03,2.0,0.1,499,,5357.0,0.79,0.79,-0.36,[Fe/H],4.57,18h56m14.22s,284.0592503,+44d31m06.14s,44.5183733,63.9207,9.770001,7.942,9.54988,BD+44  3020,-0.33,-0.24,0.0,-0.25,-0.26,-0.29,-0.31,-0.27,d,39.79,0.0,0.0,0.0,0.0,0.0,None,None,None,7406.544298309489
Kepler-37 e,Kepler-37,1,4,2014,Kepler,51.196,0.25,0.37,8.1,0.0,401,,5288.0,0.77,0.8,-0.3,[M/H],4.61,18h56m14.22s,284.0592503,+44d31m06.14s,44.5183733,63.9207,9.770001,7.942,9.54988,BD+44  3020,-0.33,-0.24,0.0,-0.25,-0.26,-0.29,-0.31,-0.27,e,51.2,0.0,0.0,0.0,0.0,0.0,O|N|H2O|S|CO2,11.645220699093636|46.580882796374546|24.75773920627307|0.8345185229630641|15.681638775295689,CH4|NH4|NH3|SO2,6647.538865682113
Kepler-370 b,Kepler-370,1,2,2014,Kepler,4.57953,0.054,1.59,3.15,0.0,1040,,5852.0,0.9,0.98,0.132,[M/H],4.53,19h28m41.06s,292.1710683,+40d54m58.46s,40.9162381,1167.94,15.467,13.55,15.1595,Kepler-370,0.05,-0.08,0.0,0.06,0.04,0.0,0.0,0.02,b,4.58,0.0,0.05,0.0,0.0,89.72,None,None,None,17112.86690723816
Kepler-370 c,Kepler-370,1,2,2014,Kepler,19.02293,0.14,1.91,4.31,0.0,647,,5852.0,0.9,0.98,0.132,[M/H],4.53,19h28m41.06s,292.1710683,+40d54m58.46s,40.9162381,1167.94,15.467,13.55,15.1595,Kepler-370,0.05,-0.08,0.0,0.06,0.04,0.0,0.0,0.02,c,19.02,0.0,0.0,0.0,0.19,0.0,None,None,None,10628.100066865107
Kepler-371 b,Kepler-371,1,2,2014,Kepler,34.763278,0.2,1.89,4.23,0.0,554,,5666.0,0.99,0.93,-0.197,[M/H],4.39,19h29m18.36s,292.3264835,+38d39m27.16s,38.6575441,813.192,13.997,12.344,13.7984,Kepler-371,-0.24,-0.04,0.0,-0.13,-0.13,-0.17,-0.1,0.01,b,34.76,0.0,0.21,0.0,0.0,89.38,O|N|H2O|S,13.874914046570133|55.49965618628053|29.498067263008103|0.6273625041412355,SO2,9029.698511456452
Kepler-371 c,Kepler-371,1,2,2014,Kepler,67.968015,0.313,1.78,3.82,0.0,443,,5666.0,0.99,0.93,-0.197,[M/H],4.39,19h29m18.36s,292.3264835,+38d39m27.16s,38.6575441,813.192,13.997,12.344,13.7984,Kepler-371,-0.24,-0.04,0.0,-0.13,-0.13,-0.17,-0.1,0.01,c,67.97,0.0,0.33,0.0,0.0,89.95,O|N|H2O|S,13.874914046570133|55.49965618628053|29.498067263008103|0.6273625041412355,SO2,7217.986727692801
Kepler-372 b,Kepler-372,1,3,2014,Kepler,6.849692,0.075,1.36,2.42,0.0,1081,,6509.0,1.14,1.15,0.16,[Fe/H],4.41,19h25m01.49s,291.2562253,+49d15m32.14s,49.2589288,1493.95,14.928,13.559,14.8342,Kepler-372,-0.12,-0.23,0.0,-0.22,-0.15,-0.02,-0.19,-0.07,b,6.85,0.0,0.0,0.0,0.0,0.0,None,None,None,18177.332271738564
Kepler-372 c,Kepler-372,1,3,2014,Kepler,20.053763,0.154,2.09,5.02,0.0,755,,6509.0,1.14,1.2,0.16,[Fe/H],4.41,19h25m01.49s,291.2562253,+49d15m32.14s,49.2589288,1493.95,14.928,13.559,14.8342,Kepler-372,-0.12,-0.23,0.0,-0.22,-0.15,-0.02,-0.19,-0.07,c,20.05,0.0,0.15,0.0,0.0,84.8,None,None,None,12685.290499514475
Kepler-372 d,Kepler-372,1,3,2014,Kepler,30.092568,0.201,1.69,3.5,0.0,660,,6509.0,1.14,1.15,0.16,[Fe/H],4.41,19h25m01.49s,291.2562253,+49d15m32.14s,49.2589288,1493.95,14.928,13.559,14.8342,Kepler-372,-0.12,-0.23,0.0,-0.22,-0.15,-0.02,-0.19,-0.07,d,30.09,0.0,0.2,0.0,0.0,84.22,None,None,None,11103.572917591178
Kepler-373 b,Kepler-373,1,2,2014,Kepler,5.535309,0.06,1.36,2.42,0.0,1054,,5787.0,0.84,0.93,0.07,[M/H],4.56,19h17m33.12s,289.3879904,+50d35m49.24s,50.5970115,1090.45,14.596,12.859,14.4856,Kepler-373,0.07,-0.18,0.0,0.09,0.06,-0.05,-0.04,0.05,b,5.54,0.0,0.0,0.0,0.13,0.0,None,None,None,15509.992244198083
Kepler-373 c,Kepler-373,1,2,2014,Kepler,16.725948,0.126,1.24,2.07,0.0,729,,5787.0,0.84,0.93,0.07,[M/H],4.56,19h17m33.12s,289.3879904,+50d35m49.24s,50.5970115,1090.45,14.596,12.859,14.4856,Kepler-373,0.07,-0.18,0.0,0.09,0.06,-0.05,-0.04,0.05,c,16.73,0.0,0.13,0.0,0.0,89.32,None,None,None,10702.911473388123
Kepler-374 b,Kepler-374,1,3,2014,Kepler,1.897806,0.029,1.03,1.08,0.0,1761,,5977.0,0.91,1.04,0.111,[M/H],4.48,19h36m33.09s,294.1378921,+42d22m13.47s,42.3704075,1265.61,14.701,13.136,14.6608,Kepler-374,0.12,-0.05,0.0,0.15,0.16,0.08,0.09,0.16,b,1.9,0.0,0.03,0.0,0.09,0.0,None,None,None,23982.75293592737
Kepler-374 c,Kepler-374,1,3,2014,Kepler,3.282807,0.042,1.1,1.37,0.0,1467,,5977.0,0.91,1.04,0.111,[M/H],4.48,19h36m33.09s,294.1378921,+42d22m13.47s,42.3704075,1265.61,14.701,13.136,14.6608,Kepler-374,0.12,-0.05,0.0,0.15,0.16,0.08,0.09,0.16,c,3.28,0.0,0.04,0.0,0.0,88.24,None,None,None,19928.443846007696
Kepler-374 d,Kepler-374,1,3,2014,Kepler,5.028219,0.056,1.31,2.27,0.0,1272,,5977.0,0.91,1.04,0.111,[M/H],4.48,19h36m33.09s,294.1378921,+42d22m13.47s,42.3704075,1265.61,14.701,13.136,14.6608,Kepler-374,0.12,-0.05,0.0,0.15,0.16,0.08,0.09,0.16,d,5.03,0.0,0.0,0.0,0.13,0.0,None,None,None,17258.53862853433
Kepler-375 b,Kepler-375,1,2,2014,Kepler,12.125934,0.101,1.45,2.7,0.0,851,,5826.0,0.84,0.92,0.14,[Fe/H],4.57,19h14m28.29s,288.6178715,+48d05m54.11s,48.0983639,1238.81,15.643,14.081,15.6771,Kepler-375,-0.09,-0.22,0.0,-0.09,-0.08,-0.19,-0.12,-0.04,b,12.13,0.0,0.0,0.0,0.14,0.0,None,None,None,12034.928566921355
Kepler-375 c,Kepler-375,1,2,2014,Kepler,19.986326,0.141,2.65,7.51,0.0,720,,5826.0,0.84,0.92,0.14,[Fe/H],4.57,19h14m28.29s,288.6178715,+48d05m54.11s,48.0983639,1238.81,15.643,14.081,15.6771,Kepler-375,-0.09,-0.22,0.0,-0.09,-0.08,-0.19,-0.12,-0.04,c,19.99,0.0,0.14,0.0,0.0,89.38,O|N|H2O|S,13.830130960701329|55.320523842805315|29.402858422451022|0.9464867740423414,SO2,10185.788342636966
Kepler-376 b,Kepler-376,1,2,2014,Kepler,4.920199,0.057,1.07,1.24,0.0,1242,,5900.0,1.18,1.06,-0.104,[M/H],4.3,19h26m25.71s,291.6071451,+38d24m37.15s,38.4103192,923.067,13.86,12.32,13.734,Kepler-376,-0.16,-0.07,0.0,-0.15,-0.13,-0.1,-0.17,-0.09,b,4.92,0.0,0.06,0.0,0.1,0.0,None,None,None,19228.688671417185
Kepler-376 c,Kepler-376,1,2,2014,Kepler,14.172327,0.115,1.79,3.86,0.0,873,,5900.0,1.18,1.06,-0.104,[M/H],4.3,19h26m25.71s,291.6071451,+38d24m37.15s,38.4103192,923.067,13.86,12.32,13.734,Kepler-376,-0.16,-0.07,0.0,-0.15,-0.13,-0.1,-0.17,-0.09,c,14.17,0.0,0.0,0.0,0.0,0.0,None,None,None,13537.490833356851
Kepler-377 b,Kepler-377,1,2,2014,Kepler,12.509529,0.109,1.39,2.51,0.0,875,,5949.0,1.22,1.07,0.01,[Fe/H],4.3,19h41m41.30s,295.4220717,+38d44m08.43s,38.7356737,823.804,14.081,12.469,13.8315,Kepler-377,0.04,0.03,0.0,0.01,0.02,0.06,0.03,0.04,b,12.51,0.0,0.11,0.0,0.12,0.0,None,None,None,14256.230734709468
Kepler-377 c,Kepler-377,1,2,2014,Kepler,27.014976,0.182,2.06,4.9,0.0,677,,5949.0,1.22,1.07,0.01,[Fe/H],4.3,19h41m41.30s,295.4220717,+38d44m08.43s,38.7356737,823.804,14.081,12.469,13.8315,Kepler-377,0.04,0.03,0.0,0.01,0.02,0.06,0.03,0.04,c,27.01,0.0,0.17,0.0,0.0,89.95,None,None,None,11032.711727916803
Kepler-379 b,Kepler-379,1,2,2014,Kepler,20.09838,0.152,1.66,3.39,0.0,775,,6054.0,1.31,1.15,0.06,[Fe/H],4.27,19h42m48.26s,295.7010981,+38d56m44.96s,38.9458209,731.274,13.475,12.005,13.3686,Kepler-379,0.18,0.04,0.0,0.1,0.11,0.18,0.05,0.21,b,20.1,0.0,0.0,0.0,0.14,0.0,None,None,None,12730.643332431562
Kepler-379 c,Kepler-379,1,2,2014,Kepler,62.784697,0.326,2.29,5.86,0.0,530,,6054.0,1.31,1.15,0.06,[Fe/H],4.27,19h42m48.26s,295.7010981,+38d56m44.96s,38.9458209,731.274,13.475,12.005,13.3686,Kepler-379,0.18,0.04,0.0,0.1,0.11,0.18,0.05,0.21,c,62.78,0.0,0.0,0.0,0.21,0.0,O|N|H2O|S,13.889647556781364|55.55859022712546|29.529390705717177|0.5223715103759973,SO2,8692.873201820137
Kepler-380 b,Kepler-380,1,2,2014,Kepler,3.930821,0.05,1.19,1.81,0.0,1317,,6045.0,1.22,1.08,-0.06,[Fe/H],4.29,18h49m34.73s,282.3947017,+48d45m32.88s,48.7591334,813.713,13.74,12.289,13.6113,Kepler-380,-0.13,-0.09,0.0,-0.08,-0.13,-0.04,-0.09,-0.07,b,3.93,0.0,0.05,0.0,0.11,0.0,None,None,None,21388.744804450365
Kepler-380 c,Kepler-380,1,2,2014,Kepler,7.630004,0.078,1.27,2.15,0.0,1056,,6045.0,1.22,1.08,-0.06,[Fe/H],4.29,18h49m34.73s,282.3947017,+48d45m32.88s,48.7591334,813.713,13.74,12.289,13.6113,Kepler-380,-0.13,-0.09,0.0,-0.08,-0.13,-0.04,-0.09,-0.07,c,7.63,0.0,0.0,0.0,0.11,0.0,None,None,None,17124.70108872393
Kepler-381 b,Kepler-381,1,3,2014,Kepler,5.629021,0.066,0.99,0.937,0.0,1576,,6152.0,1.57,1.2,-0.202,[M/H],4.12,19h00m43.89s,285.1828685,+43d49m51.70s,43.8310283,267.323,10.47,9.504,10.5459,Kepler-381,-0.09,-0.11,0.0,-0.04,-0.13,-0.17,-0.11,0.07,b,5.63,0.0,0.07,0.0,0.0,87.66,None,None,None,21492.565832318942
Kepler-381 c,Kepler-381,1,3,2014,Kepler,13.391635,0.117,1.12,1.46,0.0,1180,,6152.0,1.57,1.2,-0.202,[M/H],4.12,19h00m43.89s,285.1828685,+43d49m51.70s,43.8310283,267.323,10.47,9.504,10.5459,Kepler-381,-0.09,-0.11,0.0,-0.04,-0.13,-0.17,-0.11,0.07,c,13.39,0.0,0.12,0.0,0.0,88.8,None,None,None,16142.370185675794
Kepler-381 d,Kepler-381,1,3,2021,Kepler,8.25629997,0.085,1.067,1.23,0.0,1387,,6197.0,2.19,1.2,-0.32,[Fe/H],3.84,19h00m43.89s,285.1828685,+43d49m51.70s,43.8310283,267.323,10.47,9.504,10.5459,Kepler-381,-0.09,-0.11,0.0,-0.04,-0.13,-0.17,-0.11,0.07,d,8.26,0.0,0.09,0.0,0.0,87.44,None,None,None,22531.39966189521
Kepler-384 b,Kepler-384,1,2,2014,Kepler,22.597053,0.148,1.12,1.46,0.0,670,,5577.0,0.88,0.97,-0.459,[M/H],4.47,19h04m06.27s,286.0261113,+44d46m58.29s,44.7828571,895.678,13.734,12.038,13.5538,Kepler-384,-0.37,0.02,0.0,-0.24,-0.23,-0.24,-0.24,-0.16,b,22.6,0.0,0.14,0.0,0.0,89.95,None,None,None,9741.037232218323
Kepler-384 c,Kepler-384,1,2,2014,Kepler,45.348269,0.236,1.13,1.51,0.0,531,,5577.0,0.88,0.97,-0.459,[M/H],4.47,19h04m06.27s,286.0261113,+44d46m58.29s,44.7828571,895.678,13.734,12.038,13.5538,Kepler-384,-0.37,0.02,0.0,-0.24,-0.23,-0.24,-0.24,-0.16,c,45.35,0.0,0.0,0.0,0.12,0.0,None,None,None,7714.007548785164
Kepler-385 b,Kepler-385,1,3,2014,Kepler,10.043686,0.097,2.73,12.8,0.0,951,,6326.0,1.13,1.12,0.04,[Fe/H],4.41,19h37m21.24s,294.3385109,+50d20m11.46s,50.3365178,1432.61,15.76,13.819,15.192,Kepler-385,0,0.03,0.0,0.07,-0.03,-0.04,-0.03,-0.05,b,10.04,0.0,0.1,0.0,0.24,0.0,O|N|H2O|S,13.887949235681447|55.55179694272579|29.52578007505875|0.5344737465340204,SO2,15465.950741415989
Kepler-385 c,Kepler-385,1,3,2014,Kepler,15.163161,0.127,3.04,13.2,0.0,829,,6326.0,1.13,1.12,0.04,[Fe/H],4.41,19h37m21.24s,294.3385109,+50d20m11.46s,50.3365178,1432.61,15.76,13.819,15.192,Kepler-385,0,0.03,0.0,0.07,-0.03,-0.04,-0.03,-0.05,c,15.16,0.0,0.12,0.0,0.0,80.79,O|N|H2O|S,13.887949235681447|55.55179694272579|29.52578007505875|0.5344737465340204,SO2,13516.387352384792
Kepler-385 d,Kepler-385,1,3,2020,Kepler,56.4159,0.3024,2.619,7.36,0.0,535,,5829.0,1.16,1.05,-0.08,[Fe/H],4.33,19h37m21.24s,294.3385109,+50d20m11.46s,50.3365178,1432.61,15.76,13.819,15.192,Kepler-385,0,0.03,0.0,0.07,-0.03,-0.04,-0.03,-0.05,d,56.41,0.0,0.3,0.0,0.0,89.95,O|N|H2O|S,13.887949235681447|55.55179694272579|29.52578007505875|0.5344737465340204,SO2,8177.607030010474
Kepler-386 b,Kepler-386,1,2,2014,Kepler,12.31043,0.096,1.39,2.51,0.0,651,,5178.0,0.77,0.82,0.16,[Fe/H],4.56,19h19m26.14s,289.8589165,+48d41m37.71s,48.6938077,882.462,15.949,13.605,15.6172,Kepler-386,0.02,-0.16,0.0,0.02,0.0,-0.03,0.04,-0.01,b,12.31,0.0,0.1,0.0,0.0,89.38,None,None,None,10504.2699116897
Kepler-386 c,Kepler-386,1,2,2014,Kepler,25.193458,0.155,1.58,3.12,0.0,513,,5178.0,0.77,0.82,0.16,[Fe/H],4.56,19h19m26.14s,289.8589165,+48d41m37.71s,48.6938077,882.462,15.949,13.605,15.6172,Kepler-386,0.02,-0.16,0.0,0.02,0.0,-0.03,0.04,-0.01,c,25.19,0.0,0.0,0.0,0.0,0.0,O|N|H2O|S,13.84712761477505|55.3885104591002|29.438993309011757|0.8253686171129918,SO2,8266.765912960953
Kepler-387 b,Kepler-387,1,2,2014,Kepler,6.791636,0.068,1.03,1.08,0.0,994,,5774.0,1.05,0.82,-0.4,[M/H],4.35,19h11m11.58s,287.7982699,+45d39m24.36s,45.6567655,801.052,14.129,12.536,13.9345,Kepler-387,-0.31,-0.23,0.0,-0.28,-0.25,-0.13,-0.31,-0.29,b,6.79,0.0,0.0,0.0,0.09,0.0,None,None,None,16252.158650202626
Kepler-387 c,Kepler-387,1,2,2014,Kepler,11.837549,0.098,0.89,0.64,0.0,826,,5774.0,1.05,0.82,-0.4,[M/H],4.35,19h11m11.58s,287.7982699,+45d39m24.36s,45.6567655,801.052,14.129,12.536,13.9345,Kepler-387,-0.31,-0.23,0.0,-0.28,-0.25,-0.13,-0.31,-0.29,c,11.84,0.0,0.1,0.0,0.0,88.58,None,None,None,13537.936468103635
Kepler-389 b,Kepler-389,1,2,2014,Kepler,3.244107,0.041,1.51,2.89,0.0,1047,,5376.0,0.79,0.81,0.16,[Fe/H],4.57,19h27m50.40s,291.9600082,+44d54m00.21s,44.9000587,816.559,15.769,13.896,15.7495,Kepler-389,-0.14,0.2,0.0,-0.14,-0.08,0.27,-0.12,-0.15,b,3.24,0.0,0.0,0.0,0.14,0.0,None,None,None,16903.43460484846
Kepler-389 c,Kepler-389,1,2,2014,Kepler,14.51143,0.11,1.46,2.73,0.0,636,,5376.0,0.79,0.81,0.16,[Fe/H],4.57,19h27m50.40s,291.9600082,+44d54m00.21s,44.9000587,816.559,15.769,13.896,15.7495,Kepler-389,-0.14,0.2,0.0,-0.14,-0.08,0.27,-0.12,-0.15,c,14.51,0.0,0.11,0.0,0.0,89.95,None,None,None,10319.782484959267
Kepler-390 b,Kepler-390,2,2,2014,Kepler,6.738088,0.065,0.82,0.477,0.0,786,,5166.0,0.78,0.86,-0.044,[M/H],4.57,19h26m30.91s,291.6288086,+41d12m31.81s,41.2088351,435.277,14.231,12.075,13.9222,Kepler-390,-0.15,0.03,0.0,-0.11,-0.07,-0.06,-0.12,-0.05,b,6.74,0.0,0.07,0.0,0.07,0.0,None,None,None,12818.556008483842
Kepler-390 c,Kepler-390,2,2,2014,Kepler,13.060022,0.101,0.79,0.418,0.0,630,,5166.0,0.78,0.86,-0.044,[M/H],4.57,19h26m30.91s,291.6288086,+41d12m31.81s,41.2088351,435.277,14.231,12.075,13.9222,Kepler-390,-0.15,0.03,0.0,-0.11,-0.07,-0.06,-0.12,-0.05,c,13.06,0.0,0.1,0.0,0.0,89.38,None,None,None,10283.361346702048
Kepler-391 b,Kepler-391,1,2,2014,Kepler,7.416755,0.082,3.2,10.3,0.0,1425,,4940.0,3.57,1.03,-0.07,[Fe/H],3.46,19h22m29.25s,290.6218844,+51d03m26.44s,51.0573453,869.236,13.177,10.97,12.984,Kepler-391,0.1,-0.03,0.0,0.05,0.05,-0.02,-0.05,0.06,b,7.42,0.0,0.08,0.0,0.0,84.8,None,None,None,23347.92078854895
Kepler-391 c,Kepler-391,1,2,2014,Kepler,20.485435,0.161,3.54,12.3,0.0,1015,,4940.0,3.57,1.03,-0.07,[Fe/H],3.46,19h22m29.25s,290.6218844,+51d03m26.44s,51.0573453,869.236,13.177,10.97,12.984,Kepler-391,0.1,-0.03,0.0,0.05,0.05,-0.02,-0.05,0.06,c,20.49,0.0,0.16,0.0,0.0,89.38,None,None,None,16662.5781527553
Kepler-392 b,Kepler-392,1,2,2014,Kepler,5.341853,0.059,1.0,0.972,0.0,1125,,5938.0,1.13,1.07,-0.436,[M/H],4.32,19h14m38.60s,288.660826,+43d22m05.50s,43.3681938,681.428,13.528,12.121,13.4218,Kepler-392,-0.37,-0.27,0.0,-0.32,-0.37,-0.23,-0.36,-0.29,b,5.34,0.0,0.06,0.0,0.0,88.24,None,None,None,18614.333458197307
Kepler-392 c,Kepler-392,1,2,2014,Kepler,10.423118,0.093,1.1,1.37,0.0,901,,5938.0,1.13,1.07,-0.436,[M/H],4.32,19h14m38.60s,288.660826,+43d22m05.50s,43.3681938,681.428,13.528,12.121,13.4218,Kepler-392,-0.37,-0.27,0.0,-0.32,-0.37,-0.23,-0.36,-0.29,c,10.42,0.0,0.1,0.0,0.0,89.38,None,None,None,14826.273973977753
Kepler-393 b,Kepler-393,1,2,2014,Kepler,9.182417,0.091,1.29,2.21,0.0,1052,,6189.0,1.38,1.21,0.032,[M/H],4.23,19h23m58.85s,290.995205,+45d11m31.88s,45.192188,881.404,13.258,11.995,13.1783,Kepler-393,0.08,0.06,0.0,0.14,-0.04,-0.07,-0.03,0.18,b,9.18,0.0,0.09,0.0,0.0,88.24,None,None,None,17263.68130597859
Kepler-393 c,Kepler-393,1,2,2014,Kepler,14.613612,0.124,1.33,2.33,0.0,901,,6189.0,1.38,1.21,0.032,[M/H],4.23,19h23m58.85s,290.995205,+45d11m31.88s,45.192188,881.404,13.258,11.995,13.1783,Kepler-393,0.08,0.06,0.0,0.14,-0.04,-0.07,-0.03,0.18,c,14.61,0.0,0.13,0.0,0.0,89.95,None,None,None,14789.151700172835
Kepler-394 b,Kepler-394,1,3,2014,Kepler,8.005013,0.083,1.6,3.19,0.0,1035,,6402.0,1.13,1.13,0.02,[Fe/H],4.41,19h45m12.48s,296.3019792,+50d40m20.32s,50.6723115,1058.72,14.948,13.384,14.77,Kepler-394,-0.29,-0.16,0.0,-0.26,-0.23,-0.13,-0.17,-0.19,b,8.01,0.0,0.08,0.0,0.0,89.95,None,None,None,16920.37273583075
Kepler-394 c,Kepler-394,1,3,2014,Kepler,12.130686,0.11,1.66,3.39,0.0,901,,6402.0,1.13,1.13,0.02,[Fe/H],4.41,19h45m12.48s,296.3019792,+50d40m20.32s,50.6723115,1058.72,14.948,13.384,14.77,Kepler-394,-0.29,-0.16,0.0,-0.26,-0.23,-0.13,-0.17,-0.19,c,12.13,0.0,0.11,0.0,0.0,89.38,None,None,None,14697.810016867974
Kepler-394 d,Kepler-394,1,3,2021,Kepler,5.61358023,0.0646,1.501,2.86,0.0,1165,,6398.0,1.1,1.14,-0.14,[Fe/H],4.41,19h45m12.48s,296.3019792,+50d40m20.32s,50.6723115,1058.72,14.948,13.384,14.77,Kepler-394,-0.29,-0.16,0.0,-0.26,-0.23,-0.13,-0.17,-0.19,d,5.61,0.0,0.0,0.0,0.0,0.0,None,None,None,18911.170046933978
Kepler-396 b,Kepler-396,1,2,2013,Kepler,42.994,0.2336,3.5,75.5,0.0,496,,5565.0,1.06,0.85,0.156,[M/H],4.32,19h44m31.88s,296.1328135,+48d58m38.31s,48.9773095,223.757,12.259,10.285,11.8286,Kepler-396,0.08,0.02,0.0,0.12,0.02,0.04,0.04,0.04,b,42.99,0.0,0.23,0.0,0.0,89.38,O|N|H2O|S|CO2,11.37465662397708|45.49862649590832|24.18251998257527|0.44794691729640107|17.99624998024294,CH4|NH4|NH3|SO2,8491.330845724222
Kepler-396 c,Kepler-396,1,2,2013,Kepler,88.505,0.378,5.3,17.9,0.0,390,,5565.0,1.06,0.85,0.156,[M/H],4.32,19h44m31.88s,296.1328135,+48d58m38.31s,48.9773095,223.757,12.259,10.285,11.8286,Kepler-396,0.08,0.02,0.0,0.12,0.02,0.04,0.04,0.04,c,88.51,0.0,0.0,0.0,0.48,0.0,O|N|H2O|S,13.886211785486786|55.544847141947145|29.522086255944902|0.5468548166211697,CH4|NH4|NH3|SO2,6675.230731515353
Kepler-399 b,Kepler-399,1,3,2014,Kepler,14.425281,0.103,0.96,0.84,0.0,773,,5502.0,0.68,0.9,0.14,[Fe/H],4.62,19h58m00.41s,299.5017242,+40d40m14.76s,40.6707669,740.537,14.686,12.698,14.5277,Kepler-399,-0.18,-0.17,0.0,-0.13,-0.13,-0.15,-0.16,-0.13,b,14.43,0.0,0.11,0.0,0.0,89.98,None,None,None,10126.293492816785
